0 0
0.55203 0
1.10414 0
1.65637 0
2.20881 0
2.76151 0
3.31456 0
3.86801 0
4.42193 0
4.97639 0
5.53146 0
6.0872 0
6.64369 0
7.20101 0
7.7592 0
8.31834 0
8.8785 0
9.43972 0
10.0021 0
10.5658 0
11.1308 0
11.6971 0
12.2648 0
12.8341 0
13.405 0
13.9775 0
14.5518 0
15.1279 0
15.7059 0
16.2858 0
16.8677 0
17.4518 0
18.0381 0
18.6266 0
19.2175 0
19.8107 0
20.4064 0
21.0047 0
21.6057 0
22.2095 0
22.8161 0
23.4256 0
24.038 0
24.6534 0
25.2721 0
25.894 0
26.5192 0
27.1478 0
27.7798 0
28.4153 0
29.0546 0
29.6975 0
30.3444 0
30.9952 0
31.65 0
32.3088 0
32.9719 0
33.6391 0
34.3108 0
34.9869 0
35.6675 0
36.3528 0
37.0427 0
37.7375 0
38.4372 0
39.1418 0
39.8515 0
40.5664 0
41.2865 0
42.0119 0
42.7428 0
43.4792 0
44.2212 0
44.9689 0
45.7223 0
46.4816 0
47.2467 0
48.0179 0
48.7952 0
49.5787 0
50.3683 0
51.1644 0
51.9667 0
52.7756 0
53.5909 0
54.4129 0
55.2414 0
56.0767 0
56.9187 0
57.7676 0
58.6234 0
59.486 0
60.3557 0
61.2324 0
62.1161 0
63.0069 0
63.9048 0
64.8099 0
65.7221 0
66.6415 0
67.568 0
68.5018 0
69.4427 0
70.3909 0
71.3463 0
72.3088 0
73.2786 0
74.2554 0
75.2394 0
76.2305 0
77.2288 0
78.2341 0
79.2463 0
80.2654 0
81.2914 0
82.3242 0
83.3637 0
84.4099 0
85.4626 0
86.5218 0
87.5874 0
88.6594 0
89.7376 0
90.8218 0
91.912 0
93.0081 0
94.1099 0
95.2174 0
96.3303 0
97.4486 0
98.572 0
99.7005 0
100.834 0
101.972 0
103.115 0
104.262 0
105.413 0
106.569 0
107.728 0
108.891 0
110.058 0
111.228 0
112.401 0
113.577 0
114.756 0
115.937 0
117.121 0
118.307 0
119.494 0
120.684 0
121.875 0
123.068 0
124.262 0
125.456 0
126.651 0
127.847 0
129.044 0
130.24 0
131.436 0
132.632 0
133.827 0
135.022 0
136.215 0
137.408 0
138.599 0
139.789 0
140.977 0
142.163 0
143.347 0
144.528 0
145.707 0
146.884 0
148.058 0
149.228 0
150.396 0
151.56 0
152.721 0
153.878 0
155.031 0
156.18 0
157.325 0
158.466 0
159.603 0
160.735 0
161.863 0
162.986 0
164.104 0
165.217 0
166.325 0
167.428 0
168.525 0
169.618 0
170.705 0
171.787 0
172.863 0
173.934 0
174.999 0
176.058 0
177.112 0
178.16 0
179.202 0
180.238 0
181.269 0
182.294 0
183.313 0
184.326 0
185.333 0
186.335 0
187.331 0
188.321 0
189.305 0
190.283 0
191.256 0
192.224 0
193.185 0
194.141 0
195.092 0
196.037 0
196.976 0
197.911 0
198.84 0
199.763 0
200.682 0
201.595 0
202.504 0
203.407 0
204.306 0
205.2 0
206.089 0
206.973 0
207.853 0
208.729 0
209.6 0
210.467 0
211.329 0
212.188 0
213.043 0
213.894 0
214.741 0
215.584 0
216.424 0
217.26 0
218.093 0
218.923 0
219.75 0
220.574 0
221.394 0
222.212 0
223.027 0
223.84 0
224.65 0
225.458 0
226.263 0
227.067 0
227.868 0
228.668 0
229.465 0
230.261 0
231.055 0
231.848 0
232.64 0
233.43 0
234.219 0
235.007 0
235.794 0
236.581 0
237.367 0
238.152 0
238.937 0
239.721 0
240.506 0
241.29 0
242.074 0
242.859 0
243.644 0
244.429 0
245.215 0
246.001 0
246.788 0
247.576 0
248.365 0
249.155 0
249.946 0
250.739 0
251.533 0
252.329 0
253.127 0
253.926 0
254.727 0
255.531 0
256.336 0
257.144 0
257.955 0
258.768 0
259.583 0
260.402 0
261.224 0
262.048 0
262.876 0
263.707 0
264.542 0
265.38 0
266.222 0
267.068 0
267.918 0
268.772 0
269.63 0
270.492 0
271.359 0
272.231 0
273.107 0
273.988 0
274.875 0
275.766 0
276.662 0
277.564 0
278.472 0
279.385 0
280.304 0
281.229 0
282.159 0
283.096 0
284.039 0
284.989 0
285.945 0
286.907 0
287.877 0
288.853 0
289.836 0
290.826 0
291.824 0
292.828 0
293.84 0
294.86 0
295.887 0
